game,Black's method rank,Condorcet rank,Borda rank,Count of listings,QID,record ID
Grand Theft Auto,362,48,361,3,Q94501,recFphxwh8qy9NLaT
Demon's Souls,363,48,362,3,Q1153708,recx7zwOqMwhc76yH
Tecmo Super Bowl,364,48,365,3,Q2236540,recoFUdL4oRTqf6MV
Medal of Honor: Allied Assault,365,48,366,3,Q692360,rec8yAxPRCn9KWtqw
Tron,366,48,366,3,Q149612,recUUSqudR2TdaMbD
Call of Duty: Modern Warfare 2,367,48,368,3,Q486351,recX87D291PXUn8lQ
Pro Evolution Soccer 3,368,48,370,3,Q1988599,recmJTRIJrVOOYAkT
Killer7,369,48,371,3,Q310003,recSXTbzU1RGkhh7C
Final Fantasy 12,370,48,372,3,Q327594,recmNCW4fDI2hdKT2
Ultima Underworld 2,371,48,375,3,Q4356382,rec6fU8nifarshXWg
The Legend of Zelda: Twilight Princess,372,48,376,3,Q735613,recny2vZJwK53lM8h
Strider,373,48,378,3,Q1780344,rec7PGjxhb0KHmwwF
Mechwarrior 2,374,48,379,3,Q2060276,recpmOnnpSF8VHsBA
Unreal Tournament 2004,375,48,381,3,Q913536,rechJODF80SiC5gpf
Phoenix Wright: Ace Attorney,376,48,383,3,Q1322480,receg5eM1X0WH9LSQ
Killer Instinct,377,48,384,3,Q973459,recpxS61ogEZFj4m6
Super Mario Sunshine,378,48,385,3,Q639955,rec1G0L951HQaOwhE
Saturn Bomberman,379,48,386,3,Q2710857,recRlmPAIxLjx3zi5
Sid Meier's Pirates!,380,48,390,3,Q1272466,rec6EUEviIFiqFqGk
Smash TV,381,48,391,3,Q1668079,recgOlMMqxLneoqEE
The Hobbit,382,48,393,3,Q1778141,recsZzclcT7GhaN9H
The Sims 3,383,48,394,3,Q185482,recnOOwT28VDBOMpA
NHL Hockey,384,48,395,3,Q2742954,rec8yHbrrq0n5jUdh
ActRaiser,385,48,396,3,Q343033,rec7B8895ogfwjhhA
Ghouls 'n Ghosts,386,48,397,3,Q1315653,reckE5qwICTwPdqaQ
Super Puzzle Fighter 2 Turbo,387,48,401,3,Q2351652,rectPWhqSQb4IKVj3
Shenmue 2,388,48,405,3,Q609139,recs2Lm9HQ4kQMfFZ
Breakout,389,48,408,3,Q177491,recHEPeisAgXXOaDs
Tempest 2000,390,48,409,3,Q1870692,recmgzbyV57JtM5IW
Viewtiful Joe,391,48,411,3,Q1886410,recFYj5zLlpbzwDYJ
Geometry Wars: Retro Evolved 2,392,48,412,3,Q5535519,recQVzRayISWtPEh5
Rainbow Islands: The Story of Bubble Bobble 2,393,48,413,3,Q1804014,recksrHGlCoTH5jgw
Empire: Total War,394,48,413,3,Q839088,recQbgfzfi4hde1h5
Flower,395,48,414,3,Q1825218,reckHQRyOszH0Qh4C
Resident Evil – Code: Veronica,396,48,415,3,Q1050284,recjvqdbORMCgeTlQ
Metal Gear Solid 4: Guns of the Patriots,397,48,417,3,Q846167,recxPbeDDSyBoiCBt
Grand Prix Legends,398,48,419,3,Q1542701,recAucn4fFv8doj7C
Oddworld: Stranger's Wrath,399,48,420,3,Q2256398,recqzgarEktn9a654
Lumines,400,48,425,3,Q1069373,recH3OGqtqOfCptuL
Battlezone (1980),401,48,428,3,Q55616,recxhPL5sCVmm0umL
Beatmania,402,48,429,3,Q4877071,recc65JG2V8Tsl1Dn
Persona 3,403,48,431,3,Q910889,recYV4jQDmv0KFa5p
Stunt Car Racer,404,48,432,3,Q1421623,recd84lXzegWTwqlN
Fatal Frame 2: Crimson Butterfly,405,48,433,3,Q2289776,recfg5z3VfeI8vXAW
Pac-Man Championship Edition,406,48,434,3,Q3270488,recEXo21r7OsQXsMG
Far Cry 3,407,48,435,3,Q796529,recC3EqDKbGOXkPcc
Skies of Arcadia,408,48,437,3,Q2292272,recFn8azlS2N80jo6
Bully,409,48,441,3,Q822849,recVMb0bAMVsdplaa
International Karate +,410,48,443,3,Q1328570,recnXeOPGqo4uvAEG
Dungeon Keeper,411,48,445,3,Q1265742,recouYxKxlPbXprrv
Archon: The Light and the Dark,412,48,448,3,Q91268,recaliNJWSgYJNI35
Boulder Dash,413,48,449,3,Q55605,recqSUCqmF7Z1MHAr
Qix,414,48,451,3,Q1953575,rec755BwWzE8UlHAE
Galaxian,415,48,453,3,Q1192514,recL7pJVf6vOx3w8D
Castle Crashers,416,48,454,3,Q640567,recpxmXSKyZs84ig0
Cave Story,417,48,455,3,Q1051853,recrXecXSjdWTTi6U
Borderlands,418,48,457,3,Q893423,rec8itYcSVxzRPVue
Fable,419,48,458,3,Q944752,recCoobs3f8FjoE8Y
Spider-Man 2,420,48,460,3,Q2389816,recrmCHdQYTwgD2EV
Madden NFL 2005,421,49,334,3,Q3275505,rec6ZP5C0YC8u1ai9
Uncharted 4: A Thief's End,422,49,335,3,Q16681843,recb1CTTSXNIUBOMy
Gone Home,423,49,336,3,Q5581572,recyRnufJgTtxzPze
ESPN NFL 2K5,424,49,337,3,Q16259479,rec7QSqRyWyjstBvg
Pac-Man: Championship Edition DX,425,49,346,3,Q7121845,recI9SxzrDAg76ANE
Animal Crossing: New Leaf,426,49,348,3,Q44462,rect312Ck5uQ95RHX
Ultima Underworld: The Stygian Abyss,427,49,348,3,Q1891590,rec0sxIdGjLzywsx2
Fallout: New Vegas,428,49,350,3,Q753749,rec6P8PlKClct8zzX
Sensible Soccer,429,49,352,3,Q1415817,rec7lNgYwgNUhSC7q
Star Raiders,430,49,353,3,Q1136685,recJZOo4UniuEDSBz
Doom (2016),431,49,358,3,Q513867,recH1rpXHgI6R4PAJ
Final Fantasy,432,49,360,3,Q1415970,recTCgCHVMebkkJwO
Red Dead Redemption 2,433,49,363,3,Q27438121,recMmgB7HdUJEPVGq
Bomberman '94,434,49,364,3,Q3141541,recLsx2y0l12ze59Z
Burnout Revenge,435,49,367,3,Q2207176,recBKRK7NFjeF432H
NHL 95,436,49,369,3,Q3334421,recgXRGGmOOnz0wye
Horizon Zero Dawn,437,49,369,3,Q20155528,recDbBPqpbrMNEcxU
Super Smash Bros. Ultimate,438,49,373,3,Q54093632,rec3tJ34JR2Qo6BCz
Grand Prix 2,439,49,379,3,Q2733995,recaX3CIL0qAJ3ktN
Pokemon Yellow,440,49,380,3,Q1988120,recFe9TYpD4qcweAD
NHLPA Hockey '93,441,49,382,3,Q3108499,recQrJwn8IW1sKOYB
Super Star Wars,442,49,384,3,Q54322,recYCfPCCUAbmezCj
Impossible Mission,443,49,385,3,Q457957,rectXZs4lWewLU7rT
Phantasy Star 2,444,49,387,3,Q721001,rec6E3jrXCRZaOfmz
Road Rash 2,445,49,388,3,Q2713256,recUNKNRrDBqZPsPd
God of War (2018),446,49,389,3,Q18345138,recFEVYfqG8i0rjnA
FIFA International Soccer,447,49,392,3,Q2273067,recQgkbaJNCysfxUV
Sonic the Hedgehog CD,448,49,399,3,Q579708,recsfY5eUif0uak1E
Ultima 6: The False Prophet,449,49,400,3,Q2521841,recE4Qnod9GRz8tZq
Star Control 2,450,49,402,3,Q3968290,reccD0VIPH4Kyb80x
Bayonetta 2,451,49,403,3,Q3233480,recouV9OWmVDIZFZa
Command and Conquer: Red Alert 2,452,49,404,3,Q684904,recUsYrJRC16UwQio
Sonic the Hedgehog 3,453,49,407,3,Q856562,recCkdpRfef0XLJo3
Rollercoaster Tycoon,454,49,410,3,Q5800778,recYcvskrEE52hIEL
NBA 2K11,455,49,415,3,Q1684851,reczru4LVDfvgGabK
Dragon's Dogma,456,49,416,3,Q3083413,recNPE8rPbndlyakR
The Stanley Parable,457,49,421,3,Q7766240,recQSgnEJJTgtoiGQ
TowerFall,458,49,422,3,Q16267679,recJMpLL5i4r2m1Iq
FIFA '98: Road to World Cup,459,49,423,3,Q913223,recwb4Ll7Am9MaXQ9
King's Quest 6: Heir Today and Gone Tomorrow,460,49,424,3,Q1742200,recCFpp1FxsnUQaW4
Titanfall 2,461,49,426,3,Q24044813,recUC1BOLP1XVrCJ7
Oddworld: Abe's Oddysee,462,49,427,3,Q1064350,reciMZYLssbBH6JGi
Golden Axe,463,49,430,3,Q1046574,recfKz9G13BK6jrfJ
Mirror's Edge,464,49,436,3,Q526350,recZ8YGM5P3876n54
Worms Armageddon,465,49,438,3,Q953922,rechYNmrAOeEeeJhs
Legacy of Kain: Soul Reaver,466,49,439,3,Q282623,recK4gwpwh49mxiyO
Disney's Aladdin,467,49,440,3,Q17494453,recHThPnTX3YFX1Ar
Pole Position,468,49,442,3,Q1337036,rec4NKqR59vKtcaR7
Bejeweled,469,49,446,3,Q814975,recAXOEJoYca054ri
Metroid 2: Return of Samus,470,49,447,3,Q2471454,recAQzknAwOb5ddpn
Nidhogg,471,49,450,3,Q15725907,recTaYIbZAkz5QeM2
Gravity Rush,472,49,456,3,Q1188513,rec2CakD9vLGFChoS
Vanquish,473,49,459,3,Q1421826,reczt6JWQr3gRW1yH
The Revenge of Shinobi,474,50,374,3,Q2745925,recgR0YbbedgqyuHb
Cannon Fodder,475,50,374,3,Q254723,recBWU8dMzm6K9Gt1
Virtua Fighter 5,476,50,374,3,Q2334743,recPMy5dSKLWjhlgO
Dreamfall: The Longest Journey,477,50,377,3,Q909788,recUxl3Kq8r25SEtx
Pikmin 2,478,50,384,3,Q1196801,recCbGhlGoGimVFtI
Moon Patrol,479,50,394,3,Q1665781,recsNXxzI62WZisLP
Crysis,480,50,398,3,Q237484,rec6xcu77hMoM5US1
Ecco the Dolphin,481,50,406,3,Q1971610,recr2czPXXcjOyNWY
Mafia: City of Lost Heaven,482,50,418,3,Q213217,rec3DoNnSt5reyKji
Infamous,483,50,452,3,Q1346174,recteXjNq7D47fKAv
Dr. Mario,484,50,485,2,Q1198580,recNhkbo8IAQZOeck
Dig Dug,485,50,530,2,Q204105,recIf5xqk7MRTSm9o
Medieval 2: Total War,486,50,560,2,Q629626,recbRqqxOn1iFRsb9
Jak and Daxter: The Precursor Legacy,487,50,577,2,Q1784103,recgCg55X5q9xisYx
Shadowrun,488,50,580,2,Q1848971,rec4hOZyyUfM7pP0T
Tactics Ogre: Let Us Cling Together,489,50,598,2,Q1413485,recXBhog7r1hSak0T
Neverwinter Nights,490,50,603,2,Q549217,recKt75FzAgZaRCbf
Amplitude,491,50,613,2,Q2844464,recpq1EHMoP54iTQM
Alien: Isolation,492,51,444,3,Q15613717,recmu2im6UKMzldZI
Guild Wars 2,493,51,465,2,Q484907,recJ4wkICP7Ga6qmZ
Super Street Fighter 2 Turbo,494,51,468,2,Q1909895,recHSTVGaxFwNdNPD
Papers and Please,495,51,475,2,Q14565978,rec7O0Cr9we4Ljb5Q
Brothers: A Tale of Two Sons,496,51,480,2,Q4975646,recJ4ZBwydlKo2gmw
Kingdom Hearts 2,497,51,488,2,Q626802,recLy0LxlS3r8vmsK
Diablo 3,498,51,507,2,Q244030,recmixxfOsQBEUc3i
Ghost Trick,499,51,520,2,Q2629796,reckWhbuXy8XcEysh
Assassin's Creed,500,51,525,2,Q200864,recUldsb0qneKvF9i
To the Moon,501,51,540,2,Q1711379,recxhjFctWZTr7Cek
FIFA 15,502,51,552,2,Q17156010,recJ1GYgvahpK9CkE
Dark Souls 2,503,51,557,2,Q3702740,recPhMVRlq7LoxJ16
Twisted Metal 2,504,51,559,2,Q2367032,recDTTpEbi8aGB6q8
Ratchet and Clank: Up Your Arsenal,505,51,563,2,Q2292483,recmDmcjLgqqkqprC
Amnesia: The Dark Descent,506,51,566,2,Q22986,recoZqu8a8tlZUtNy
Divinity: Original Sin 2,507,51,567,2,Q20899735,recedJZOapGr2WoAT
Battlefield 3,508,51,573,2,Q791454,recDwo4u5ad4RgAGH
The Binding of Isaac,509,51,596,2,Q1041427,recmuZ8S5TGJbjVKW
Valkyrie Profile,510,51,599,2,Q2092504,recS7fFbad7YjdOHk
Pokémon X and Y,511,51,600,2,Q2769164,recsGO47PEyQMX24w
Rocket League,512,51,605,2,Q20031743,recDz3VVTHvuVIQCZ
Wizardry: Proving Grounds of the Mad Overlord,513,51,608,2,Q1886140,recFptvrlRFOYulYz
Star Wars: Battlefront,514,51,617,2,Q54859,rectlSiiRJXQvbj8A
Monster Hunter: World,515,51,622,2,Q30252256,recIB4cwgzYnbniTw
NHL 09,516,51,624,2,Q2447000,rec8KpKeRVIwQEcZf
Saints Row: The Third,517,51,625,2,Q1801455,recpK6gf6nHyzf9kt
Ori and the Blind Forest,518,51,640,2,Q17513672,recLmjoD3wGx3GfkZ
The Witcher 2: Assassins of Kings,519,51,641,2,Q917272,recEjwVJLLnPqqCrL
FIFA 12,520,52,461,2,Q137924,reckVXmOLKD4cfcjx
Rogue,521,52,462,2,Q2140407,rechriBYlJeroIaDm
Dwarf Fortress,522,52,463,2,Q248810,recKM7RDuemZ2Ayso
Kentucky Route Zero,523,52,464,2,Q6392377,rectvoNfL1WqlU3cS
NetHack,524,52,466,2,Q856904,recLjiyJjphQfHBXq
Dragon Warrior,525,52,467,2,Q2313869,recjEELE5834CSU3t
Defense of the Ancients,526,52,469,2,Q215936,recFYqt1Jt0HAzc4H
The Sentinel,527,52,470,2,Q980719,recy1vtvAL01X6ASD
Super Mario Maker,528,52,471,2,Q17164955,recfOFvmoJHDlpW1x
Mario Kart 8,529,52,472,2,Q13427106,recDnmMiavhDHqre2
The Operative: No One Lives Forever,530,52,473,2,Q936968,rec1ERti1J77Japtx
Super Mario 3D World,531,52,474,2,Q13426947,recQYlKPKddtcdPIs
Castlevania: Aria of Sorrow,532,52,476,2,Q2291309,recTeXbcF715SUIXU
Crusader Kings 2,533,52,477,2,Q677869,recVhbaEkYtYQs4d9
DEFCON,534,52,478,2,Q978362,recnE8OgrjEl37AFL
Giants: Citizen Kabuto,535,52,479,2,Q656028,recLAB08eOwO1Xkd5
Cart Life,536,52,481,2,Q16267795,recpflCDHSkM97kyS
Red Faction: Guerrilla,537,52,482,2,Q2255487,rec6QRE9qlPyozqKk
Kirby's Adventure,538,52,483,2,Q1154059,recpbDEh6B3LDOgUx
Metal Gear Solid 5: The Phantom Pain,539,52,484,2,Q717600,rech4hM6SDN8Z25sH
Monster Hunter 4 Ultimate,540,52,485,2,Q30897883,recl44IKiCAIlpO1o
Vagrant Story,541,52,486,2,Q1536626,rec9wEzTrXCqj1uua
Her Story,542,52,486,2,Q20538669,recksMGLna3kXBK5o
City of Heroes,543,52,487,2,Q714034,recJf1eNmHgiarcmK
Final Fantasy 3,544,52,489,2,Q687559,recqkcSOvVyjuyF6R
Final Fantasy 2,545,52,489,2,Q921957,recsCEirBbZUFtifw
Star Wars: X-Wing vs. TIE Fighter,546,52,490,2,Q55314,recrXktpEEgxLOWSH
Thirty Flights of Loving,547,52,491,2,Q7785218,recmNujo8FxnG6zxQ
SimCity 3000,548,52,492,2,Q1750905,recTCUZ5zEJCZraGg
WarioWare: Twisted!,549,52,493,2,Q1368157,reccIiQXhw6y7JLQW
Manhunt,550,52,494,2,Q853344,recQgkXPR9WtmRefH
Football Manager (2004),551,52,494,2,Q2713372,recCJEcj06aujTwli
Samba de Amigo,552,52,495,2,Q2141943,recr0QSNrrEyrLG4r
Mega Man,553,52,497,2,Q2987019,rec4R4oI1G0soJ9Zm
Mega Man 6,554,52,497,2,Q2360218,rec5VRkiW1GFxUyYL
Mega Man 4,555,52,497,2,Q605032,rec645Ojh2sAYH2WR
Mega Man 5,556,52,497,2,Q2360194,recDoOQ8UgSrLsv5y
Mega Man 7,557,52,497,2,Q610749,recTQn6pgHyvlt3iZ
R4: Ridge Racer Type 4,558,52,498,2,Q1192914,recq4qtIuJBGMsy1t
Project Gotham Racing 3,559,52,499,2,Q782279,recARiq1UxxhMo3uZ
Wii Sports Resort,560,52,500,2,Q1135241,rec3PjCJ1nzScYTYe
The Curse of Monkey Island,561,52,500,2,Q1137217,recJgf8uA0ohVB05J
Tekken,562,52,501,2,Q1142893,recfaI6qqQ7H51A8O
Tekken 5,563,52,502,2,Q1052488,recStoHJL3sQ5H1fp
Virtua Fighter 4,564,52,503,2,Q2258213,rec2DhYbS7dvWkZme
Gradius 5,565,52,504,2,Q1143512,rec1DmrmtPiU2MDbL
Ratchet & Clank: Size Matters,566,52,505,2,Q2035941,rec3bvuQ9PvtpIJq9
Ratchet & Clank,567,52,505,2,Q170003,recMw8Io6DxChd4DP
Ratchet and Clank Future: Tools of Destruction,568,52,505,2,Q2322873,recPigrAWJuFxjnmw
SingStar,569,52,506,2,Q1135847,recgX6DnEATzrEbWg
Ratchet and Clank: Going Commando,570,52,506,2,Q5725706,recZMOHj0pLtBwddR
Championship Manager 97 and 98,571,52,507,2,Q3666091,recK6sIXe9ZPcwyEe
Soulcalibur 4,572,52,509,2,Q1300262,rec0qPQ5AsXctsWGf
International Track and Field,573,52,510,2,Q716452,recq9rUSX2HLxLn6C
Civilization 3,574,52,511,2,Q2374,recqnZNuaLVwjMuj2
LittleBigPlanet 2,575,52,511,2,Q1988886,recOtfvrVPzQvAUCH
Pilotwings,576,52,512,2,Q1305295,recg1XcJIdm1NLN2Z
Wipeout Pulse,577,52,513,2,Q2539345,recjdk8vOURCeHjG3
Pokémon Ruby and Sapphire,578,52,514,2,Q721822,reczBqoK55Tgju8Ck
Pilotwings 64,579,52,514,2,Q933524,recdR5WP1qHv7hrzA
Deus Ex: Human Revolution,580,52,514,2,Q642107,recf7uO9VDIQFjbmF
Championship Manager 2,581,52,515,2,Q507818,recVvTnhwzqz2ySk7
Black,582,52,516,2,Q880040,recwEZAKW19abFmBK
Rise of the Tomb Raider,583,52,518,2,Q17154489,recATjz5e62hN66PC
Castlevania 3: Dracula's Curse,584,52,518,2,Q2321818,recl2xcVW1jWC9Ijj
Tecmo Bowl,585,52,519,2,Q3516981,rec4pFzHuU44dsHn3
The Dig,586,52,519,2,Q1411498,recBEVuB7WRrQksa9
Tom Clancy's Splinter Cell: Double Agent,587,52,520,2,Q878492,recIwCbZ2VfvRL75F
Zuma,588,52,521,2,Q605842,recrMIBQi6uf1Hh5l
Maniac Mansion,589,52,522,2,Q240143,recXZ0eERSbio1vqK
Ultima 2: The Revenge of the Enchantress,590,52,523,2,Q2708024,recAIqevvIi2GpGfo
Ultima VII Part Two: Serpent Isle,591,52,523,2,Q4049310,rechsllf3rtYX12Ft
Ultima 3: Exodus,592,52,523,2,Q2240236,reciUe3YwnB7NUjZE
Ultima 5: Warriors of Destiny,593,52,523,2,Q2521832,recXiWv78cNQAEwQN
Wolfenstein: Enemy Territory,594,52,524,2,Q873037,recYzZa8wu5IsGjH4
Ninja Gaiden 2: The Dark Sword of Chaos,595,52,525,2,Q1658492,rec0XMTFiwttI2Bis
World in Conflict,596,52,526,2,Q664538,recHH0npgIQL5CFMP
Forza Motorsport 2,597,52,526,2,Q693592,recI2Kt57YzH8nqZO
Tomb Raider 2,598,52,526,2,Q816451,recMG7GaLpb9wJ5mm
The Hitchhiker's Guide to the Galaxy,599,52,527,2,Q756513,rech2u58idekWQ1Ry
MotorStorm,600,52,528,2,Q766090,recIKCdwJtoBmGM37
Patapon,601,52,529,2,Q1516419,recW4DSXknuRFGR7B
Bulletstorm,602,52,531,2,Q733561,rec3SkREzGlNHLsnL
Tom Clancy's Ghost Recon Advanced Warfighter 2,603,52,532,2,Q2075645,recXNYNvVzYL1I5wF
Fortnite,604,52,534,2,Q349375,recJ0Juz01EAZSA7F
Jet Set Willy,605,52,535,2,Q1688484,reckSVgE1ELbK6eE1
Fez,606,52,536,2,Q2581523,rec1JSi5fEOpK7Nqg
Super Hexagon,607,52,537,2,Q218568,recjXlWvIIz8imaaB
Persona 4: Golden,608,52,537,2,Q63228434,recpmVPuF3nkH6pOB
Tony Hawk's Project 8,609,52,538,2,Q2287952,rec1QywGy69gpGOj4
Defender of the Crown,610,52,538,2,Q1182594,recnCwOD9yHFZgvXM
Street Fighter 2 Turbo: Hyper Fighting,611,52,541,2,Q196255,recH2hJFOzWOa6Dv6
Star Wars Jedi Knight 2: Jedi Outcast,612,52,541,2,Q55298,recX0IecKlQpUqDqg
DJ Hero 2,613,52,542,2,Q3772551,rec80tM18lae5l9CR
Super Bomberman 2,614,52,543,2,Q3129978,recTUhEYYXBsCPtLu
Mark of the Ninja,615,52,544,2,Q3294300,rec51bz6OfMNW1Put
Sega Rally,616,52,544,2,Q7446161,recLXczP96uBCS8ek
Snake,617,52,545,2,Q1130125,recEqUr4kIHbnz24x
Heroes of Might and Magic 2: The Succession Wars,618,52,547,2,Q532912,reclTB4CFUMNj0x69
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,619,52,550,2,Q751167,recVDUWzJr1tFZiwI
NFL Blitz 99,620,52,552,2,Q56757269,rectyw4CAAKOvLvEV
NHL 11,621,52,552,2,Q3129174,recqrogk5iDnqBgzU
Star Wars Rogue Squadron 2: Rogue Leader,622,52,553,2,Q54307,rec384UMB74eN8VFj
Knight Lore,623,52,554,2,Q2422991,recamgnhk8wNnar3Y
Warcraft: Orcs & Humans,624,52,560,2,Q207885,recJV0YLhTZoteYyN
Baldur's Gate,625,52,561,2,Q663583,recqNpEle7gQ4OIqk
Pro Evolution Soccer 6,626,52,564,2,Q739125,rec052ykzJLz6zkXz
R-Type Final,627,52,565,2,Q961506,recsSM7g9CIakYSr2
Star Wars: Battlefront 2,628,52,566,2,Q54865,recDs0KpMrdS4QjMC
Virtua Tennis,629,52,568,2,Q1853367,recI3HyLn5jvlD79b
Counter-Strike: Source,630,52,569,2,Q473673,reclukQdE2nbbEylf
Pokemon Go,631,52,571,2,Q20966579,recPKQD4xJQDSSuvX
Rayman 2: The Great Escape,632,52,575,2,Q2292393,recAFYy50ZMcRcSja
Tom Clancy's Rainbow Six,633,52,578,2,Q1068778,recMzbdOST2cTIFx2
Chrono Cross,634,52,580,2,Q1088142,rec8kM9sdSIYMHdMM
Forza Horizon 3,635,52,581,2,Q24646839,recZGCPEgxh4pahJR
Paradroid,636,52,584,2,Q1424444,rec6cgFRe5HNfiiZ2
Fight Night Round 3,637,52,585,2,Q2601461,reciTLIT2fRQTOJKw
Skate,638,52,586,2,Q1517141,recWoW04BDrUiAx37
Descent,639,52,587,2,Q1200546,recg1HTKKKSD0fVmT
Oddworld: Abe's Exoddus,640,52,588,2,Q2386012,recjfE0aWQ08YP45y
NHL 99,641,52,589,2,Q3334428,recBTHqPx8Q4b7rFR
Cuphead,642,52,590,2,Q18149495,reccL4oBjG68Qg60G
Lunar Lander,643,52,591,2,Q2590391,recLCm9M69Xfta4I9
Miner 2049er,644,52,592,2,Q499021,rec1EHce00hFB3DPB
Puzzle Quest: Challenge of the Warlords,645,52,595,2,Q2735116,recXCF6kKOMaiXKWz
Panzer Dragoon Orta,646,52,601,2,Q335056,recGxL3EwYMVx3fzw
Return to Castle Wolfenstein,647,52,602,2,Q748317,recQPFrfQRsUgwdKo
Fantastic Contraption,648,52,604,2,Q5434183,recDeCVLhSx1h2ge8
Final Fantasy 14,649,52,606,2,Q868389,recZ5vGtaGEBovKnD
Super Mario Land 2: Six Golden Coins,650,52,607,2,Q596392,reccLGgkAOAdhYyw1
FTL: Faster Than Light,651,52,609,2,Q4308783,rec1Xh1GyvuhosNI3
Ant Attack,652,52,610,2,Q570485,recXRjOHVcnkZBSLN
Devil's Crush,653,52,611,2,Q2982278,recnv9vHPtP8SJAUK
Kingdom Rush,654,52,612,2,Q6412516,recKJmt2TXvUxnu6z
Marvel vs. Capcom,655,52,614,2,Q2415823,recxXve0aC94Q0ytt
Deus Ex Machina,656,52,615,2,Q2752913,recJfuayNj3c8jPlI
Fire Emblem Fates,657,52,616,2,Q18762399,reccIs82TSj9VUG2j
Drop7,658,52,618,2,Q5308378,rec8KHRAJJgMBKMuM
Rhythm Heaven,659,52,619,2,Q528376,recvAiXkg2o1kmNe6
Just Cause 2,660,52,620,2,Q1114167,recQuw2hDBEupZ3Vw
Power Stone 2,661,52,621,2,Q2402777,rec4AIvRWejvLRQzg
Kerbal Space Program,662,52,621,2,Q1471545,recIT4r9u8uxNbYYn
Snatcher,663,52,623,2,Q1288651,recq0bhHFqxH8Zr1I
Psi-Ops: The Mindgate Conspiracy,664,52,626,2,Q1814366,recIIoS6jucyqpYJq
BioShock 2,665,52,627,2,Q302839,recjioIskP4kiKtiu
Splatoon,666,52,628,2,Q17490239,recvWub0lgbxuoNX7
Medal of Honor,667,52,629,2,Q850445,rec3Mxuad84f7sUlw
Donkey Kong Jr.,668,52,630,2,Q2264301,recEvrPchPcJQd2JG
Earth Defense Force 2017,669,52,631,2,Q2731304,recQF6K7pZacp1XBe
"Nine Hours, Nine Persons, Nine Doors",670,52,632,2,Q2474856,rec2UIraeHNs6dIt0
Garry's Mod,671,52,633,2,Q837923,rec1mZkI4Z3jGaRSk
Yakuza 0,672,52,635,2,Q17634308,recpk17uy9LsC8QEh
Firewatch,673,52,639,2,Q19627426,recvKSxNDqtOaElwY
Road Rash (1991),674,53,496,2,Q20712563,rec1YwBWfW9XxXcKy
Microsoft Flight Simulator 10,675,53,519,2,Q1995146,recA3B8nqgkKLZ0vi
1080° Snowboarding,676,53,519,2,Q168615,recW08JmXT2QbO5xx
Paperboy,677,53,522,2,Q1330205,rectjMzFaiTzzmJhn
Space Harrier,678,53,522,2,Q1707792,rectvXIFmUEMcT1IN
Vib-Ribbon,679,53,522,2,Q1757803,rectYPorFZmWuRpr8
Myth: The Fallen Lords,680,53,522,2,Q2290426,recvmGJb8QeqvZj2L
Disgaea: Hour of Darkness,681,53,522,2,Q1639864,recwztdnuZqEo4tUB
Broken Sword: The Shadow of the Templars,682,53,522,2,Q2291123,rec4MxIPwSjIeO8LH
Garou: Mark of the Wolves,683,53,522,2,Q1343613,rec5ZU2WduoIPbrMW
Dragon Force,684,53,522,2,Q3038744,rec6dmiK0Q8u8dC6J
R-Type Delta,685,53,522,2,Q1992015,recdaDSQ3vISDKORz
Sin & Punishment: Star Successor,686,53,522,2,Q2732145,recgUAZDhx7m6tMxM
Operation Wolf,687,53,522,2,Q288958,recjQNmp2SlorLt2A
The Last Express,688,53,522,2,Q1149590,recj6D1By85gLzPnj
Bionic Commando Rearmed,689,53,522,2,Q2904196,reck1x7zDun2EbnFo
Shining Force 3 Scenario 1,690,53,522,2,Q90019396,reckdjLESt7AqCrX5
Choplifter,691,53,522,2,Q1076255,recnQbxUOoMcLs6U1
Typing of the Dead,692,53,522,2,Q3141916,recB6dG48clsCN8C5
Wizball,693,53,522,2,Q1775788,recCrkUMZgD6ACQG6
John Madden Football (1989),694,53,522,2,Q2073676,recCrpXfPqATJHk3s
SWAT 4,695,53,522,2,Q1151933,recC38qlqenI3ikVG
Ninja Gaiden Black,696,53,522,2,Q6043187,recDITVMJPAz3rnBA
F-Zero 10,697,53,522,2,Q847820,recDL397ywQkf25Gw
Guardian Heroes,698,53,522,2,Q2169010,recDiz5ux0X2FKad1
F.E.A.R.,699,53,522,2,Q817163,recDxy0ViybqXvXIf
S.T.A.L.K.E.R.: Shadow of Chernobyl,700,53,522,2,Q215861,recDdi47qVCxuKOAI
Super Mario Bros.: The Lost Levels,701,53,522,2,Q631331,recEv69WzXqgMGbnF
Fire Emblem: Path of Radiance,702,53,522,2,Q2463814,recE4M6PGzgyLyNwC
Freedom Fighters,703,53,522,2,Q577381,recFhkFZF8hFjz1MN
Dragon Quest 5: Hand of the Heavenly Bride,704,53,522,2,Q2309271,recFR1IZcdVST9EPq
Frontier: Elite 2,705,53,522,2,Q1470234,recHQax2d70FazbNk
Desert Strike,706,53,522,2,Q1200598,recJ9MFiwzilG33vj
Head over Heels,707,53,522,3,Q1592267,recKx9g08iLjyCb7h
Skool Daze,708,53,522,2,Q1979272,recMsctorLpNwzuL2
Castlevania: Rondo of Blood,709,53,522,2,Q2421908,recS4pBVrlcpnC24W
Little Big Adventure,710,53,522,2,Q1141140,rec081t6EeAyQkOCl
